fecha,mes,anio,tipo_pago,afluencia
2022-10-22,Octubre,2022,Gratuidad,4021
2022-10-23,Octubre,2022,Prepago,33711
2022-10-23,Octubre,2022,Gratuidad,3355
2022-10-24,Octubre,2022,Prepago,82007
2022-10-24,Octubre,2022,Gratuidad,5502
2022-10-25,Octubre,2022,Prepago,82619
2022-10-25,Octubre,2022,Gratuidad,6915
2022-10-26,Octubre,2022,Prepago,82723
2022-10-26,Octubre,2022,Gratuidad,5471
2022-10-27,Octubre,2022,Prepago,84344
2022-10-27,Octubre,2022,Gratuidad,6390
2022-10-28,Octubre,2022,Prepago,84630
2022-10-28,Octubre,2022,Gratuidad,5576
2022-10-29,Octubre,2022,Prepago,56504
2022-10-29,Octubre,2022,Gratuidad,5046
2022-10-30,Octubre,2022,Prepago,34460
2022-10-30,Octubre,2022,Gratuidad,3129
2022-10-31,Octubre,2022,Prepago,80153
2022-10-31,Octubre,2022,Gratuidad,6637
2022-11-01,Noviembre,2022,Prepago,65748
2022-11-01,Noviembre,2022,Gratuidad,4603
2022-11-02,Noviembre,2022,Prepago,41061
2022-11-02,Noviembre,2022,Gratuidad,3668
2022-11-03,Noviembre,2022,Prepago,80231
2022-11-03,Noviembre,2022,Gratuidad,5193
2022-11-04,Noviembre,2022,Prepago,90182
2022-11-04,Noviembre,2022,Gratuidad,6475
2022-11-05,Noviembre,2022,Prepago,50618
2022-11-05,Noviembre,2022,Gratuidad,3506
2022-11-06,Noviembre,2022,Prepago,31106
2022-11-06,Noviembre,2022,Gratuidad,3142
2022-11-07,Noviembre,2022,Prepago,84859
2022-11-07,Noviembre,2022,Gratuidad,5846
2022-11-08,Noviembre,2022,Prepago,86957
2022-11-08,Noviembre,2022,Gratuidad,6592
2022-11-09,Noviembre,2022,Prepago,86650
2022-11-09,Noviembre,2022,Gratuidad,5318
2022-11-10,Noviembre,2022,Prepago,85882
2022-11-10,Noviembre,2022,Gratuidad,6458
2022-11-11,Noviembre,2022,Prepago,97979
2022-11-11,Noviembre,2022,Gratuidad,5031
2022-11-12,Noviembre,2022,Prepago,55656
2022-11-12,Noviembre,2022,Gratuidad,3817
2022-11-13,Noviembre,2022,Prepago,34989
2022-11-13,Noviembre,2022,Gratuidad,2690
2022-11-14,Noviembre,2022,Prepago,86579
2022-11-14,Noviembre,2022,Gratuidad,6189
2022-11-15,Noviembre,2022,Prepago,86573
2022-11-15,Noviembre,2022,Gratuidad,5138
2022-11-16,Noviembre,2022,Prepago,85167
2022-11-16,Noviembre,2022,Gratuidad,5693
2022-11-17,Noviembre,2022,Prepago,85826
2022-11-17,Noviembre,2022,Gratuidad,5958
2022-11-18,Noviembre,2022,Prepago,86677
2022-11-18,Noviembre,2022,Gratuidad,5945
2022-11-19,Noviembre,2022,Prepago,52287
2022-11-19,Noviembre,2022,Gratuidad,4160
2022-11-20,Noviembre,2022,Prepago,30420
2022-11-20,Noviembre,2022,Gratuidad,2796
2022-11-21,Noviembre,2022,Prepago,50358
2022-11-21,Noviembre,2022,Gratuidad,3299
2022-11-22,Noviembre,2022,Prepago,86071
2022-11-22,Noviembre,2022,Gratuidad,5500
2022-11-23,Noviembre,2022,Prepago,82495
2022-11-23,Noviembre,2022,Gratuidad,5533
2022-11-24,Noviembre,2022,Prepago,84877
2022-11-24,Noviembre,2022,Gratuidad,5006
2022-11-25,Noviembre,2022,Prepago,84757
2022-11-25,Noviembre,2022,Gratuidad,5162
2022-11-26,Noviembre,2022,Prepago,49312
2022-11-26,Noviembre,2022,Gratuidad,3604
2022-11-27,Noviembre,2022,Prepago,33418
2022-11-27,Noviembre,2022,Gratuidad,2907
2022-11-28,Noviembre,2022,Prepago,79079
2022-11-28,Noviembre,2022,Gratuidad,5193
2022-11-29,Noviembre,2022,Prepago,83709
2022-11-29,Noviembre,2022,Gratuidad,5239
2022-11-30,Noviembre,2022,Prepago,83632
2022-11-30,Noviembre,2022,Gratuidad,4990
2022-12-01,Diciembre,2022,Prepago,83671
2022-12-01,Diciembre,2022,Gratuidad,5411
2022-12-02,Diciembre,2022,Prepago,84525
2022-12-02,Diciembre,2022,Gratuidad,5040
2022-12-03,Diciembre,2022,Prepago,60448
2022-12-03,Diciembre,2022,Gratuidad,4223
2022-12-04,Diciembre,2022,Prepago,34380
2022-12-04,Diciembre,2022,Gratuidad,2225
2022-12-05,Diciembre,2022,Prepago,81097
2022-12-05,Diciembre,2022,Gratuidad,5582
2022-12-06,Diciembre,2022,Prepago,85106
2022-12-06,Diciembre,2022,Gratuidad,5685
2022-12-07,Diciembre,2022,Prepago,83283
2022-12-07,Diciembre,2022,Gratuidad,5542
2022-12-08,Diciembre,2022,Prepago,83337
2022-12-08,Diciembre,2022,Gratuidad,5417
2022-12-09,Diciembre,2022,Prepago,101496
2022-12-09,Diciembre,2022,Gratuidad,4176
2022-12-10,Diciembre,2022,Prepago,73133
2022-12-10,Diciembre,2022,Gratuidad,2169
2022-12-11,Diciembre,2022,Prepago,33646
2022-12-11,Diciembre,2022,Gratuidad,1638
2022-12-12,Diciembre,2022,Prepago,62717
2022-12-12,Diciembre,2022,Gratuidad,3455
2022-12-13,Diciembre,2022,Prepago,79093
2022-12-13,Diciembre,2022,Gratuidad,5056
2022-12-14,Diciembre,2022,Prepago,78736
2022-12-14,Diciembre,2022,Gratuidad,5566
2022-12-15,Diciembre,2022,Prepago,59813
2022-12-15,Diciembre,2022,Gratuidad,4577
2022-12-16,Diciembre,2022,Prepago,74127
2022-12-16,Diciembre,2022,Gratuidad,4712
2022-12-17,Diciembre,2022,Prepago,51296
2022-12-17,Diciembre,2022,Gratuidad,4232
2022-12-18,Diciembre,2022,Prepago,31493
2022-12-18,Diciembre,2022,Gratuidad,2792
2022-12-19,Diciembre,2022,Prepago,65498
2022-12-19,Diciembre,2022,Gratuidad,5330
2022-12-20,Diciembre,2022,Prepago,65908
2022-12-20,Diciembre,2022,Gratuidad,5196
2022-12-21,Diciembre,2022,Prepago,63254
2022-12-21,Diciembre,2022,Gratuidad,4961
2022-12-22,Diciembre,2022,Prepago,60647
2022-12-22,Diciembre,2022,Gratuidad,5035
2022-12-23,Diciembre,2022,Prepago,56771
2022-12-23,Diciembre,2022,Gratuidad,4483
2022-12-24,Diciembre,2022,Prepago,31018
2022-12-24,Diciembre,2022,Gratuidad,2524
2022-12-25,Diciembre,2022,Prepago,15638
2022-12-25,Diciembre,2022,Gratuidad,1462
2022-12-26,Diciembre,2022,Prepago,45923
2022-12-26,Diciembre,2022,Gratuidad,3221
2022-12-27,Diciembre,2022,Prepago,27178
2022-12-27,Diciembre,2022,Gratuidad,2374
2022-12-28,Diciembre,2022,Prepago,48941
2022-12-28,Diciembre,2022,Gratuidad,3485
2022-12-29,Diciembre,2022,Prepago,48840
2022-12-29,Diciembre,2022,Gratuidad,4328
2022-12-30,Diciembre,2022,Prepago,47843
2022-12-30,Diciembre,2022,Gratuidad,3673
2022-12-31,Diciembre,2022,Prepago,27827
2022-12-31,Diciembre,2022,Gratuidad,2174
2023-01-01,Enero,2023,Prepago,17346
2023-01-01,Enero,2023,Gratuidad,1549
2023-01-02,Enero,2023,Prepago,50868
2023-01-02,Enero,2023,Gratuidad,4576
2023-01-03,Enero,2023,Prepago,57678
2023-01-03,Enero,2023,Gratuidad,4078
2023-01-04,Enero,2023,Prepago,61122
2023-01-04,Enero,2023,Gratuidad,5051
2023-01-05,Enero,2023,Prepago,64919
2023-01-05,Enero,2023,Gratuidad,4294
2023-01-06,Enero,2023,Prepago,54544
2023-01-06,Enero,2023,Gratuidad,5185
2023-01-07,Enero,2023,Prepago,52327
2023-01-07,Enero,2023,Gratuidad,3149
2023-01-08,Enero,2023,Prepago,27084
2023-01-08,Enero,2023,Gratuidad,2514
2023-01-09,Enero,2023,Prepago,69041
2023-01-09,Enero,2023,Gratuidad,5973
2023-01-10,Enero,2023,Prepago,69112
2023-01-10,Enero,2023,Gratuidad,4541
2023-01-11,Enero,2023,Prepago,68954
2023-01-11,Enero,2023,Gratuidad,4515
2023-01-12,Enero,2023,Prepago,68993
2023-01-12,Enero,2023,Gratuidad,5444
2023-01-13,Enero,2023,Prepago,70277
2023-01-13,Enero,2023,Gratuidad,5555
2023-01-14,Enero,2023,Prepago,53912
2023-01-14,Enero,2023,Gratuidad,3009
2023-01-15,Enero,2023,Prepago,28978
2023-01-15,Enero,2023,Gratuidad,2635
2023-01-16,Enero,2023,Prepago,72196
2023-01-16,Enero,2023,Gratuidad,5475
2023-01-17,Enero,2023,Prepago,71936
2023-01-17,Enero,2023,Gratuidad,5408
2023-01-18,Enero,2023,Prepago,70490
2023-01-18,Enero,2023,Gratuidad,5804
2023-01-19,Enero,2023,Prepago,71328
2023-01-19,Enero,2023,Gratuidad,5063
2023-01-20,Enero,2023,Prepago,71000
2023-01-20,Enero,2023,Gratuidad,5393
2023-01-21,Enero,2023,Prepago,56279
2023-01-21,Enero,2023,Gratuidad,4281
2023-01-22,Enero,2023,Prepago,30689
2023-01-22,Enero,2023,Gratuidad,2896
2023-01-23,Enero,2023,Prepago,69325
2023-01-23,Enero,2023,Gratuidad,5686
2023-01-24,Enero,2023,Prepago,72673
2023-01-24,Enero,2023,Gratuidad,5548
2023-01-25,Enero,2023,Prepago,72213
2023-01-25,Enero,2023,Gratuidad,4743
2023-01-26,Enero,2023,Prepago,70993
2023-01-26,Enero,2023,Gratuidad,5265
2023-01-27,Enero,2023,Prepago,72251
2023-01-27,Enero,2023,Gratuidad,5486
2023-01-28,Enero,2023,Prepago,54312
2023-01-28,Enero,2023,Gratuidad,3196
2023-01-29,Enero,2023,Prepago,29837
2023-01-29,Enero,2023,Gratuidad,2951
2023-01-30,Enero,2023,Prepago,75420
2023-01-30,Enero,2023,Gratuidad,5586
2023-01-31,Enero,2023,Prepago,76336
2023-01-31,Enero,2023,Gratuidad,5465
2023-02-01,Febrero,2023,Prepago,77672
2023-02-01,Febrero,2023,Gratuidad,5871
2023-02-02,Febrero,2023,Prepago,75472
2023-02-02,Febrero,2023,Gratuidad,6045
2023-02-03,Febrero,2023,Prepago,86314
2023-02-03,Febrero,2023,Gratuidad,5507
2023-02-04,Febrero,2023,Prepago,54944
2023-02-04,Febrero,2023,Gratuidad,4407
2023-02-05,Febrero,2023,Prepago,29711
2023-02-05,Febrero,2023,Gratuidad,2687
2023-02-06,Febrero,2023,Prepago,34252
2023-02-06,Febrero,2023,Gratuidad,3342
2023-02-07,Febrero,2023,Prepago,81548
2023-02-07,Febrero,2023,Gratuidad,5428
2023-02-08,Febrero,2023,Prepago,81096
2023-02-08,Febrero,2023,Gratuidad,5584
2023-02-09,Febrero,2023,Prepago,82436
2023-02-09,Febrero,2023,Gratuidad,5699
2023-02-10,Febrero,2023,Prepago,80705
2023-02-10,Febrero,2023,Gratuidad,5850
2023-02-11,Febrero,2023,Prepago,59568
2023-02-11,Febrero,2023,Gratuidad,3965
2023-02-12,Febrero,2023,Prepago,30236
2023-02-12,Febrero,2023,Gratuidad,2999
2023-02-13,Febrero,2023,Prepago,79655
2023-02-13,Febrero,2023,Gratuidad,5881
2023-02-14,Febrero,2023,Prepago,80261
2023-02-14,Febrero,2023,Gratuidad,5754
2023-02-15,Febrero,2023,Prepago,79976
2023-02-15,Febrero,2023,Gratuidad,5344
2023-02-16,Febrero,2023,Prepago,80180
2023-02-16,Febrero,2023,Gratuidad,6259
2023-02-17,Febrero,2023,Prepago,80486
2023-02-17,Febrero,2023,Gratuidad,5915
2023-02-18,Febrero,2023,Prepago,51408
2023-02-18,Febrero,2023,Gratuidad,4310
2023-02-19,Febrero,2023,Prepago,38922
2023-02-19,Febrero,2023,Gratuidad,2904
2023-02-20,Febrero,2023,Prepago,83975
2023-02-20,Febrero,2023,Gratuidad,5660
2023-02-21,Febrero,2023,Prepago,84030
2023-02-21,Febrero,2023,Gratuidad,5525
2023-02-22,Febrero,2023,Prepago,91628
2023-02-22,Febrero,2023,Gratuidad,5539
2023-02-23,Febrero,2023,Prepago,85797
2023-02-23,Febrero,2023,Gratuidad,5557
2023-02-24,Febrero,2023,Prepago,86074
2023-02-24,Febrero,2023,Gratuidad,5388
2023-02-25,Febrero,2023,Prepago,60143
2023-02-25,Febrero,2023,Gratuidad,4023
2023-02-26,Febrero,2023,Prepago,30919
2023-02-26,Febrero,2023,Gratuidad,3150
2023-02-27,Febrero,2023,Prepago,84927
2023-02-27,Febrero,2023,Gratuidad,5360
2023-02-28,Febrero,2023,Prepago,84490
2023-02-28,Febrero,2023,Gratuidad,5914
2023-03-01,Marzo,2023,Prepago,85871
2023-03-01,Marzo,2023,Gratuidad,5565
2023-03-02,Marzo,2023,Prepago,84332
2023-03-02,Marzo,2023,Gratuidad,4860
2023-03-03,Marzo,2023,Prepago,85000
2023-03-03,Marzo,2023,Gratuidad,4854
2023-03-04,Marzo,2023,Prepago,63319
2023-03-04,Marzo,2023,Gratuidad,4351
2023-03-05,Marzo,2023,Prepago,31221
2023-03-05,Marzo,2023,Gratuidad,2995
2023-03-06,Marzo,2023,Prepago,84093
2023-03-06,Marzo,2023,Gratuidad,5672
2023-03-07,Marzo,2023,Prepago,85906
2023-03-07,Marzo,2023,Gratuidad,5358
2023-03-08,Marzo,2023,Prepago,80084
2023-03-08,Marzo,2023,Gratuidad,5241
2023-03-09,Marzo,2023,Prepago,78365
2023-03-09,Marzo,2023,Gratuidad,5984
2023-03-10,Marzo,2023,Prepago,85827
2023-03-10,Marzo,2023,Gratuidad,5666
2023-03-11,Marzo,2023,Prepago,56511
2023-03-11,Marzo,2023,Gratuidad,3736
2023-03-12,Marzo,2023,Prepago,29760
2023-03-12,Marzo,2023,Gratuidad,2946
2023-03-13,Marzo,2023,Prepago,82645
2023-03-13,Marzo,2023,Gratuidad,5520
2023-03-14,Marzo,2023,Prepago,81647
2023-03-14,Marzo,2023,Gratuidad,5877
2023-03-15,Marzo,2023,Prepago,79821
2023-03-15,Marzo,2023,Gratuidad,4898
2023-03-16,Marzo,2023,Prepago,81935
2023-03-16,Marzo,2023,Gratuidad,6042
2023-03-17,Marzo,2023,Prepago,79723
2023-03-17,Marzo,2023,Gratuidad,5838
2023-03-18,Marzo,2023,Prepago,61884
2023-03-18,Marzo,2023,Gratuidad,4649
2023-03-19,Marzo,2023,Prepago,32065
2023-03-19,Marzo,2023,Gratuidad,3329
2023-03-20,Marzo,2023,Prepago,34251
2023-03-20,Marzo,2023,Gratuidad,3509
2023-03-21,Marzo,2023,Prepago,83078
2023-03-21,Marzo,2023,Gratuidad,5397
2023-03-22,Marzo,2023,Prepago,82439
2023-03-22,Marzo,2023,Gratuidad,5557
2023-03-23,Marzo,2023,Prepago,82697
2023-03-23,Marzo,2023,Gratuidad,5497
2023-03-24,Marzo,2023,Prepago,85421
2023-03-24,Marzo,2023,Gratuidad,5317
2023-03-25,Marzo,2023,Prepago,51479
2023-03-25,Marzo,2023,Gratuidad,4312
2023-03-26,Marzo,2023,Prepago,49447
2023-03-26,Marzo,2023,Gratuidad,3315
2023-03-27,Marzo,2023,Prepago,81820
2023-03-27,Marzo,2023,Gratuidad,5717
2023-03-28,Marzo,2023,Prepago,81242
2023-03-28,Marzo,2023,Gratuidad,5191
2023-03-29,Marzo,2023,Prepago,81469
2023-03-29,Marzo,2023,Gratuidad,5795
2023-03-30,Marzo,2023,Prepago,80529
2023-03-30,Marzo,2023,Gratuidad,5006
2023-03-31,Marzo,2023,Prepago,59899
2023-03-31,Marzo,2023,Gratuidad,4084
2023-04-01,Abril,2023,Prepago,56690
2023-04-01,Abril,2023,Gratuidad,3881
2023-04-02,Abril,2023,Prepago,30780
2023-04-02,Abril,2023,Gratuidad,2788
2023-04-03,Abril,2023,Prepago,61340
2023-04-03,Abril,2023,Gratuidad,5452
2023-04-04,Abril,2023,Prepago,61230
2023-04-04,Abril,2023,Gratuidad,5013
2023-04-05,Abril,2023,Prepago,61029
2023-04-05,Abril,2023,Gratuidad,4961
2023-04-06,Abril,2023,Prepago,39034
2023-04-06,Abril,2023,Gratuidad,3387
2023-04-07,Abril,2023,Prepago,28721
2023-04-07,Abril,2023,Gratuidad,2376
2023-04-08,Abril,2023,Prepago,38845
2023-04-08,Abril,2023,Gratuidad,3195
2023-04-09,Abril,2023,Prepago,26508
2023-04-09,Abril,2023,Gratuidad,2426
2023-04-10,Abril,2023,Prepago,65682
2023-04-10,Abril,2023,Gratuidad,4997
2023-04-11,Abril,2023,Prepago,66761
2023-04-11,Abril,2023,Gratuidad,4971
2023-04-12,Abril,2023,Prepago,69402
2023-04-12,Abril,2023,Gratuidad,5428
2023-04-13,Abril,2023,Prepago,69815
2023-04-13,Abril,2023,Gratuidad,5003
2023-04-14,Abril,2023,Prepago,71491
2023-04-14,Abril,2023,Gratuidad,5301
2023-04-15,Abril,2023,Prepago,62098
2023-04-15,Abril,2023,Gratuidad,4095
2023-04-16,Abril,2023,Prepago,30928
2023-04-16,Abril,2023,Gratuidad,3040
2023-04-17,Abril,2023,Prepago,78362
2023-04-17,Abril,2023,Gratuidad,5876
2023-04-18,Abril,2023,Prepago,78029
2023-04-18,Abril,2023,Gratuidad,5547
2023-04-19,Abril,2023,Prepago,79394
2023-04-19,Abril,2023,Gratuidad,5911
2023-04-20,Abril,2023,Prepago,77103
2023-04-20,Abril,2023,Gratuidad,5874
2023-04-21,Abril,2023,Prepago,76085
2023-04-21,Abril,2023,Gratuidad,5652
2023-04-22,Abril,2023,Prepago,58044
2023-04-22,Abril,2023,Gratuidad,3993
2023-04-23,Abril,2023,Prepago,29745
2023-04-23,Abril,2023,Gratuidad,2903
2023-04-24,Abril,2023,Prepago,79192
2023-04-24,Abril,2023,Gratuidad,5423
2023-04-25,Abril,2023,Prepago,80182
2023-04-25,Abril,2023,Gratuidad,5890
2023-04-26,Abril,2023,Prepago,79298
2023-04-26,Abril,2023,Gratuidad,4912
2023-04-27,Abril,2023,Prepago,75727
2023-04-27,Abril,2023,Gratuidad,5586
2023-04-28,Abril,2023,Prepago,75974
2023-04-28,Abril,2023,Gratuidad,4997
2023-04-29,Abril,2023,Prepago,51991
2023-04-29,Abril,2023,Gratuidad,4029
2023-04-30,Abril,2023,Prepago,29671
2023-04-30,Abril,2023,Gratuidad,3331
2023-05-01,Mayo,2023,Prepago,32741
2023-05-01,Mayo,2023,Gratuidad,3007
2023-05-02,Mayo,2023,Prepago,78731
2023-05-02,Mayo,2023,Gratuidad,5276
2023-05-03,Mayo,2023,Prepago,80396
2023-05-03,Mayo,2023,Gratuidad,5356
2023-05-04,Mayo,2023,Prepago,75472
2023-05-04,Mayo,2023,Gratuidad,5305
2023-05-05,Mayo,2023,Prepago,61147
2023-05-05,Mayo,2023,Gratuidad,5475
2023-05-06,Mayo,2023,Prepago,61682
2023-05-06,Mayo,2023,Gratuidad,4186
2023-05-07,Mayo,2023,Prepago,30300
2023-05-07,Mayo,2023,Gratuidad,2837
2023-05-08,Mayo,2023,Prepago,73315
2023-05-08,Mayo,2023,Gratuidad,5436
2023-05-09,Mayo,2023,Prepago,77421
2023-05-09,Mayo,2023,Gratuidad,4970
2023-05-10,Mayo,2023,Prepago,51562
2023-05-10,Mayo,2023,Gratuidad,4413
2023-05-11,Mayo,2023,Prepago,75179
2023-05-11,Mayo,2023,Gratuidad,5526
2023-05-12,Mayo,2023,Prepago,73997
2023-05-12,Mayo,2023,Gratuidad,5088
2023-05-13,Mayo,2023,Prepago,61782
2023-05-13,Mayo,2023,Gratuidad,4203
2023-05-14,Mayo,2023,Prepago,34512
2023-05-14,Mayo,2023,Gratuidad,3024
2023-05-15,Mayo,2023,Prepago,65415
2023-05-15,Mayo,2023,Gratuidad,5860
2023-05-16,Mayo,2023,Prepago,76846
2023-05-16,Mayo,2023,Gratuidad,5382
2023-05-17,Mayo,2023,Prepago,78207
2023-05-17,Mayo,2023,Gratuidad,4336
2023-05-18,Mayo,2023,Prepago,79337
2023-05-18,Mayo,2023,Gratuidad,5031
2023-05-19,Mayo,2023,Prepago,78879
2023-05-19,Mayo,2023,Gratuidad,5722
2023-05-20,Mayo,2023,Prepago,57597
2023-05-20,Mayo,2023,Gratuidad,3734
2023-05-21,Mayo,2023,Prepago,45961
2023-05-21,Mayo,2023,Gratuidad,2708
2023-05-22,Mayo,2023,Prepago,79390
2023-05-22,Mayo,2023,Gratuidad,4927
2023-05-23,Mayo,2023,Prepago,78972
2023-05-23,Mayo,2023,Gratuidad,5429
2023-05-24,Mayo,2023,Prepago,78902
2023-05-24,Mayo,2023,Gratuidad,5075
2023-05-25,Mayo,2023,Prepago,78064
2023-05-25,Mayo,2023,Gratuidad,5255
2023-05-26,Mayo,2023,Prepago,81013
2023-05-26,Mayo,2023,Gratuidad,5399
2023-05-27,Mayo,2023,Prepago,50359
2023-05-27,Mayo,2023,Gratuidad,4043
2023-05-28,Mayo,2023,Prepago,29650
2023-05-28,Mayo,2023,Gratuidad,2822
2023-05-29,Mayo,2023,Prepago,73009
2023-05-29,Mayo,2023,Gratuidad,5529
2023-05-30,Mayo,2023,Prepago,75942
2023-05-30,Mayo,2023,Gratuidad,5460
2023-05-31,Mayo,2023,Prepago,76648
2023-05-31,Mayo,2023,Gratuidad,5415
2023-06-01,Junio,2023,Prepago,77588
2023-06-01,Junio,2023,Gratuidad,5231
2023-06-02,Junio,2023,Prepago,77005
2023-06-02,Junio,2023,Gratuidad,4892
2023-06-03,Junio,2023,Prepago,51278
2023-06-03,Junio,2023,Gratuidad,4259
2023-06-04,Junio,2023,Prepago,29796
2023-06-04,Junio,2023,Gratuidad,3351
2023-06-05,Junio,2023,Prepago,85437
2023-06-05,Junio,2023,Gratuidad,5135
2023-06-06,Junio,2023,Prepago,76572
2023-06-06,Junio,2023,Gratuidad,5547
2023-06-07,Junio,2023,Prepago,72408
2023-06-07,Junio,2023,Gratuidad,5033
2023-06-08,Junio,2023,Prepago,75922
2023-06-08,Junio,2023,Gratuidad,5507
2023-06-09,Junio,2023,Prepago,58224
2023-06-09,Junio,2023,Gratuidad,4168
2023-06-10,Junio,2023,Prepago,46761
2023-06-10,Junio,2023,Gratuidad,3616
2023-06-11,Junio,2023,Prepago,27966
2023-06-11,Junio,2023,Gratuidad,2873
2023-06-12,Junio,2023,Prepago,73523
2023-06-12,Junio,2023,Gratuidad,4747
2023-06-13,Junio,2023,Prepago,73404
2023-06-13,Junio,2023,Gratuidad,4881
2023-06-14,Junio,2023,Prepago,69202
2023-06-14,Junio,2023,Gratuidad,4369
2023-06-15,Junio,2023,Prepago,75022
2023-06-15,Junio,2023,Gratuidad,4910
2023-06-16,Junio,2023,Prepago,60572
2023-06-16,Junio,2023,Gratuidad,4867
2023-06-17,Junio,2023,Prepago,55953
2023-06-17,Junio,2023,Gratuidad,3378
2023-06-18,Junio,2023,Prepago,34740
2023-06-18,Junio,2023,Gratuidad,2421
2023-06-19,Junio,2023,Prepago,69301
2023-06-19,Junio,2023,Gratuidad,4788
2023-06-20,Junio,2023,Prepago,71497
2023-06-20,Junio,2023,Gratuidad,5065
2023-06-21,Junio,2023,Prepago,70761
2023-06-21,Junio,2023,Gratuidad,5001
2023-06-22,Junio,2023,Prepago,69696
2023-06-22,Junio,2023,Gratuidad,4995
2023-06-23,Junio,2023,Prepago,71356
2023-06-23,Junio,2023,Gratuidad,4741
2023-06-24,Junio,2023,Prepago,55675
2023-06-24,Junio,2023,Gratuidad,3423
2023-06-25,Junio,2023,Prepago,35998
2023-06-25,Junio,2023,Gratuidad,2655
2023-06-26,Junio,2023,Prepago,67258
2023-06-26,Junio,2023,Gratuidad,5209
2023-06-27,Junio,2023,Prepago,68022
2023-06-27,Junio,2023,Gratuidad,5028
2023-06-28,Junio,2023,Prepago,68075
2023-06-28,Junio,2023,Gratuidad,5429
2023-06-29,Junio,2023,Prepago,65134
2023-06-29,Junio,2023,Gratuidad,4809
2023-06-30,Junio,2023,Prepago,71104
2023-06-30,Junio,2023,Gratuidad,5445
2023-07-01,Julio,2023,Prepago,50387
2023-07-01,Julio,2023,Gratuidad,4077
2023-07-02,Julio,2023,Prepago,28885
2023-07-02,Julio,2023,Gratuidad,2478
2023-07-03,Julio,2023,Prepago,65170
2023-07-03,Julio,2023,Gratuidad,5069
2023-07-04,Julio,2023,Prepago,66790
2023-07-04,Julio,2023,Gratuidad,6093
2023-07-05,Julio,2023,Prepago,63898
2023-07-05,Julio,2023,Gratuidad,4854
2023-07-06,Julio,2023,Prepago,65970
2023-07-06,Julio,2023,Gratuidad,5269
2023-07-07,Julio,2023,Prepago,67496
2023-07-07,Julio,2023,Gratuidad,4476
2023-07-08,Julio,2023,Prepago,51002
2023-07-08,Julio,2023,Gratuidad,4516
2023-07-09,Julio,2023,Prepago,29260
2023-07-09,Julio,2023,Gratuidad,2757
2023-07-10,Julio,2023,Prepago,62298
2023-07-10,Julio,2023,Gratuidad,5877
2023-07-11,Julio,2023,Prepago,63724
2023-07-11,Julio,2023,Gratuidad,4481
2023-07-12,Julio,2023,Prepago,64532
2023-07-12,Julio,2023,Gratuidad,4989
2023-07-13,Julio,2023,Prepago,64578
2023-07-13,Julio,2023,Gratuidad,4892
2023-07-14,Julio,2023,Prepago,66452
2023-07-14,Julio,2023,Gratuidad,5689
2023-07-15,Julio,2023,Prepago,54209
2023-07-15,Julio,2023,Gratuidad,3898
2023-07-16,Julio,2023,Prepago,30181
2023-07-16,Julio,2023,Gratuidad,3053
2023-07-17,Julio,2023,Prepago,60188
2023-07-17,Julio,2023,Gratuidad,4356
2023-07-18,Julio,2023,Prepago,61840
2023-07-18,Julio,2023,Gratuidad,5420
2023-07-19,Julio,2023,Prepago,59844
2023-07-19,Julio,2023,Gratuidad,4635
2023-07-20,Julio,2023,Prepago,62287
2023-07-20,Julio,2023,Gratuidad,5170
2023-07-21,Julio,2023,Prepago,61281
2023-07-21,Julio,2023,Gratuidad,4701
2023-07-22,Julio,2023,Prepago,46117
2023-07-22,Julio,2023,Gratuidad,3922
2023-07-23,Julio,2023,Prepago,29567
2023-07-23,Julio,2023,Gratuidad,2670
2023-07-24,Julio,2023,Prepago,60975
2023-07-24,Julio,2023,Gratuidad,5640
2023-07-25,Julio,2023,Prepago,63088
2023-07-25,Julio,2023,Gratuidad,4626
2023-07-26,Julio,2023,Prepago,61995
2023-07-26,Julio,2023,Gratuidad,4747
2023-07-27,Julio,2023,Prepago,61045
2023-07-27,Julio,2023,Gratuidad,4546
2023-07-28,Julio,2023,Prepago,60393
2023-07-28,Julio,2023,Gratuidad,4406
2023-07-29,Julio,2023,Prepago,46142
2023-07-29,Julio,2023,Gratuidad,3617
2023-07-30,Julio,2023,Prepago,28475
2023-07-30,Julio,2023,Gratuidad,2659
2023-07-31,Julio,2023,Prepago,59327
2023-07-31,Julio,2023,Gratuidad,4694
2023-08-01,Agosto,2023,Prepago,62513
2023-08-01,Agosto,2023,Gratuidad,5025
2023-08-02,Agosto,2023,Prepago,63647
2023-08-02,Agosto,2023,Gratuidad,4953
2023-08-03,Agosto,2023,Prepago,62204
2023-08-03,Agosto,2023,Gratuidad,4923
2023-08-04,Agosto,2023,Prepago,66156
2023-08-04,Agosto,2023,Gratuidad,4705
2023-08-05,Agosto,2023,Prepago,47204
2023-08-05,Agosto,2023,Gratuidad,4133
2023-08-06,Agosto,2023,Prepago,29521
2023-08-06,Agosto,2023,Gratuidad,2800
2023-08-07,Agosto,2023,Prepago,59951
2023-08-07,Agosto,2023,Gratuidad,4972
2023-08-08,Agosto,2023,Prepago,68734
2023-08-08,Agosto,2023,Gratuidad,4553
2023-08-09,Agosto,2023,Prepago,68543
2023-08-09,Agosto,2023,Gratuidad,5227
2023-08-10,Agosto,2023,Prepago,68207
2023-08-10,Agosto,2023,Gratuidad,5372
2023-08-11,Agosto,2023,Prepago,68155
2023-08-11,Agosto,2023,Gratuidad,5132
