fecha,mes,anio,linea,tipo_pago,afluencia
2021-05-29,Mayo,2021,Línea 5,Gratuidad,11770
2021-05-29,Mayo,2021,Línea 6,Prepago,82774
2021-05-29,Mayo,2021,Línea 6,Gratuidad,7210
2021-05-29,Mayo,2021,Línea 7,Prepago,87871
2021-05-29,Mayo,2021,Línea 7,Gratuidad,968
2021-05-30,Mayo,2021,Línea 1,Prepago,118862
2021-05-30,Mayo,2021,Línea 1,Gratuidad,7622
2021-05-30,Mayo,2021,Línea 2,Prepago,64106
2021-05-30,Mayo,2021,Línea 2,Gratuidad,456
2021-05-30,Mayo,2021,Línea 3,Prepago,54153
2021-05-30,Mayo,2021,Línea 3,Gratuidad,7454
2021-05-30,Mayo,2021,Línea 4,Prepago,23775
2021-05-30,Mayo,2021,Línea 4,Gratuidad,1515
2021-05-30,Mayo,2021,Línea 5,Prepago,82691
2021-05-30,Mayo,2021,Línea 5,Gratuidad,9694
2021-05-30,Mayo,2021,Línea 6,Prepago,63803
2021-05-30,Mayo,2021,Línea 6,Gratuidad,5636
2021-05-30,Mayo,2021,Línea 7,Prepago,56950
2021-05-30,Mayo,2021,Línea 7,Gratuidad,691
2021-05-31,Mayo,2021,Línea 1,Prepago,261165
2021-05-31,Mayo,2021,Línea 1,Gratuidad,14239
2021-05-31,Mayo,2021,Línea 2,Prepago,119960
2021-05-31,Mayo,2021,Línea 2,Gratuidad,620
2021-05-31,Mayo,2021,Línea 3,Prepago,98408
2021-05-31,Mayo,2021,Línea 3,Gratuidad,12202
2021-05-31,Mayo,2021,Línea 4,Prepago,47395
2021-05-31,Mayo,2021,Línea 4,Gratuidad,2385
2021-05-31,Mayo,2021,Línea 5,Prepago,128044
2021-05-31,Mayo,2021,Línea 5,Gratuidad,13721
2021-05-31,Mayo,2021,Línea 6,Prepago,104948
2021-05-31,Mayo,2021,Línea 6,Gratuidad,9530
2021-05-31,Mayo,2021,Línea 7,Prepago,94120
2021-05-31,Mayo,2021,Línea 7,Gratuidad,1338
2021-06-01,Junio,2021,Línea 1,Prepago,267124
2021-06-01,Junio,2021,Línea 1,Gratuidad,15669
2021-06-01,Junio,2021,Línea 2,Prepago,123338
2021-06-01,Junio,2021,Línea 2,Gratuidad,798
2021-06-01,Junio,2021,Línea 3,Prepago,101416
2021-06-01,Junio,2021,Línea 3,Gratuidad,13237
2021-06-01,Junio,2021,Línea 4,Prepago,46186
2021-06-01,Junio,2021,Línea 4,Gratuidad,2550
2021-06-01,Junio,2021,Línea 5,Prepago,129142
2021-06-01,Junio,2021,Línea 5,Gratuidad,14101
2021-06-01,Junio,2021,Línea 6,Prepago,106500
2021-06-01,Junio,2021,Línea 6,Gratuidad,10098
2021-06-01,Junio,2021,Línea 7,Prepago,97977
2021-06-01,Junio,2021,Línea 7,Gratuidad,1147
2021-06-02,Junio,2021,Línea 1,Prepago,266107
2021-06-02,Junio,2021,Línea 1,Gratuidad,15208
2021-06-02,Junio,2021,Línea 2,Prepago,120661
2021-06-02,Junio,2021,Línea 2,Gratuidad,818
2021-06-02,Junio,2021,Línea 3,Prepago,98210
2021-06-02,Junio,2021,Línea 3,Gratuidad,12600
2021-06-02,Junio,2021,Línea 4,Prepago,48353
2021-06-02,Junio,2021,Línea 4,Gratuidad,2467
2021-06-02,Junio,2021,Línea 5,Prepago,129147
2021-06-02,Junio,2021,Línea 5,Gratuidad,14005
2021-06-02,Junio,2021,Línea 6,Prepago,105325
2021-06-02,Junio,2021,Línea 6,Gratuidad,8867
2021-06-02,Junio,2021,Línea 7,Prepago,94943
2021-06-02,Junio,2021,Línea 7,Gratuidad,1201
2021-06-03,Junio,2021,Línea 1,Prepago,266642
2021-06-03,Junio,2021,Línea 1,Gratuidad,14769
2021-06-03,Junio,2021,Línea 2,Prepago,122675
2021-06-03,Junio,2021,Línea 2,Gratuidad,1228
2021-06-03,Junio,2021,Línea 3,Prepago,102414
2021-06-03,Junio,2021,Línea 3,Gratuidad,12483
2021-06-03,Junio,2021,Línea 4,Prepago,50075
2021-06-03,Junio,2021,Línea 4,Gratuidad,2892
2021-06-03,Junio,2021,Línea 5,Prepago,129077
2021-06-03,Junio,2021,Línea 5,Gratuidad,14041
2021-06-03,Junio,2021,Línea 6,Prepago,104548
2021-06-03,Junio,2021,Línea 6,Gratuidad,9193
2021-06-03,Junio,2021,Línea 7,Prepago,103331
2021-06-03,Junio,2021,Línea 7,Gratuidad,1331
2021-06-04,Junio,2021,Línea 1,Prepago,272940
2021-06-04,Junio,2021,Línea 1,Gratuidad,14726
2021-06-04,Junio,2021,Línea 2,Prepago,128632
2021-06-04,Junio,2021,Línea 2,Gratuidad,1809
2021-06-04,Junio,2021,Línea 3,Prepago,101679
2021-06-04,Junio,2021,Línea 3,Gratuidad,12095
2021-06-04,Junio,2021,Línea 4,Prepago,57360
2021-06-04,Junio,2021,Línea 4,Gratuidad,2794
2021-06-04,Junio,2021,Línea 5,Prepago,130444
2021-06-04,Junio,2021,Línea 5,Gratuidad,13442
2021-06-04,Junio,2021,Línea 6,Prepago,107968
2021-06-04,Junio,2021,Línea 6,Gratuidad,9027
2021-06-04,Junio,2021,Línea 7,Prepago,98263
2021-06-04,Junio,2021,Línea 7,Gratuidad,1102
2021-06-05,Junio,2021,Línea 1,Prepago,194848
2021-06-05,Junio,2021,Línea 1,Gratuidad,11114
2021-06-05,Junio,2021,Línea 2,Prepago,97604
2021-06-05,Junio,2021,Línea 2,Gratuidad,1995
2021-06-05,Junio,2021,Línea 3,Prepago,84422
2021-06-05,Junio,2021,Línea 3,Gratuidad,9929
2021-06-05,Junio,2021,Línea 4,Prepago,59452
2021-06-05,Junio,2021,Línea 4,Gratuidad,2472
2021-06-05,Junio,2021,Línea 5,Prepago,115341
2021-06-05,Junio,2021,Línea 5,Gratuidad,11874
2021-06-05,Junio,2021,Línea 6,Prepago,87261
2021-06-05,Junio,2021,Línea 6,Gratuidad,7039
2021-06-05,Junio,2021,Línea 7,Prepago,74254
2021-06-05,Junio,2021,Línea 7,Gratuidad,1045
2021-06-06,Junio,2021,Línea 1,Prepago,106702
2021-06-06,Junio,2021,Línea 1,Gratuidad,8170
2021-06-06,Junio,2021,Línea 2,Prepago,62546
2021-06-06,Junio,2021,Línea 2,Gratuidad,1500
2021-06-06,Junio,2021,Línea 3,Prepago,53802
2021-06-06,Junio,2021,Línea 3,Gratuidad,7685
2021-06-06,Junio,2021,Línea 4,Prepago,24896
2021-06-06,Junio,2021,Línea 4,Gratuidad,1697
2021-06-06,Junio,2021,Línea 5,Prepago,78425
2021-06-06,Junio,2021,Línea 5,Gratuidad,9805
2021-06-06,Junio,2021,Línea 6,Prepago,58604
2021-06-06,Junio,2021,Línea 6,Gratuidad,5950
2021-06-06,Junio,2021,Línea 7,Prepago,51886
2021-06-06,Junio,2021,Línea 7,Gratuidad,772
2021-06-07,Junio,2021,Línea 1,Prepago,256197
2021-06-07,Junio,2021,Línea 1,Gratuidad,14087
2021-06-07,Junio,2021,Línea 2,Prepago,117675
2021-06-07,Junio,2021,Línea 2,Gratuidad,2861
2021-06-07,Junio,2021,Línea 3,Prepago,98978
2021-06-07,Junio,2021,Línea 3,Gratuidad,12601
2021-06-07,Junio,2021,Línea 4,Prepago,56436
2021-06-07,Junio,2021,Línea 4,Gratuidad,2699
2021-06-07,Junio,2021,Línea 5,Prepago,126646
2021-06-07,Junio,2021,Línea 5,Gratuidad,14090
2021-06-07,Junio,2021,Línea 6,Prepago,104971
2021-06-07,Junio,2021,Línea 6,Gratuidad,9730
2021-06-07,Junio,2021,Línea 7,Prepago,94852
2021-06-07,Junio,2021,Línea 7,Gratuidad,1169
2021-06-08,Junio,2021,Línea 1,Prepago,269227
2021-06-08,Junio,2021,Línea 1,Gratuidad,14361
2021-06-08,Junio,2021,Línea 2,Prepago,116303
2021-06-08,Junio,2021,Línea 2,Gratuidad,2783
2021-06-08,Junio,2021,Línea 3,Prepago,104311
2021-06-08,Junio,2021,Línea 3,Gratuidad,12640
2021-06-08,Junio,2021,Línea 4,Prepago,57646
2021-06-08,Junio,2021,Línea 4,Gratuidad,2694
2021-06-08,Junio,2021,Línea 5,Prepago,126211
2021-06-08,Junio,2021,Línea 5,Gratuidad,14182
2021-06-08,Junio,2021,Línea 6,Prepago,105278
2021-06-08,Junio,2021,Línea 6,Gratuidad,9167
2021-06-08,Junio,2021,Línea 7,Prepago,96254
2021-06-08,Junio,2021,Línea 7,Gratuidad,1217
2021-06-09,Junio,2021,Línea 1,Prepago,269176
2021-06-09,Junio,2021,Línea 1,Gratuidad,14469
2021-06-09,Junio,2021,Línea 2,Prepago,118012
2021-06-09,Junio,2021,Línea 2,Gratuidad,4240
2021-06-09,Junio,2021,Línea 3,Prepago,105604
2021-06-09,Junio,2021,Línea 3,Gratuidad,12046
2021-06-09,Junio,2021,Línea 4,Prepago,60232
2021-06-09,Junio,2021,Línea 4,Gratuidad,2744
2021-06-09,Junio,2021,Línea 5,Prepago,131395
2021-06-09,Junio,2021,Línea 5,Gratuidad,14304
2021-06-09,Junio,2021,Línea 6,Prepago,106265
2021-06-09,Junio,2021,Línea 6,Gratuidad,9318
2021-06-09,Junio,2021,Línea 7,Prepago,100671
2021-06-09,Junio,2021,Línea 7,Gratuidad,1291
2021-06-10,Junio,2021,Línea 1,Prepago,267781
2021-06-10,Junio,2021,Línea 1,Gratuidad,14333
2021-06-10,Junio,2021,Línea 2,Prepago,118559
2021-06-10,Junio,2021,Línea 2,Gratuidad,4502
2021-06-10,Junio,2021,Línea 3,Prepago,99651
2021-06-10,Junio,2021,Línea 3,Gratuidad,12679
2021-06-10,Junio,2021,Línea 4,Prepago,55548
2021-06-10,Junio,2021,Línea 4,Gratuidad,2670
2021-06-10,Junio,2021,Línea 5,Prepago,132606
2021-06-10,Junio,2021,Línea 5,Gratuidad,14032
2021-06-10,Junio,2021,Línea 6,Prepago,106940
2021-06-10,Junio,2021,Línea 6,Gratuidad,9424
2021-06-10,Junio,2021,Línea 7,Prepago,97623
2021-06-10,Junio,2021,Línea 7,Gratuidad,1166
2021-06-11,Junio,2021,Línea 1,Prepago,293655
2021-06-11,Junio,2021,Línea 1,Gratuidad,14030
2021-06-11,Junio,2021,Línea 2,Prepago,127902
2021-06-11,Junio,2021,Línea 2,Gratuidad,4966
2021-06-11,Junio,2021,Línea 3,Prepago,112651
2021-06-11,Junio,2021,Línea 3,Gratuidad,12677
2021-06-11,Junio,2021,Línea 4,Prepago,56376
2021-06-11,Junio,2021,Línea 4,Gratuidad,2769
2021-06-11,Junio,2021,Línea 5,Prepago,143978
2021-06-11,Junio,2021,Línea 5,Gratuidad,14226
2021-06-11,Junio,2021,Línea 6,Prepago,120510
2021-06-11,Junio,2021,Línea 6,Gratuidad,8914
2021-06-11,Junio,2021,Línea 7,Prepago,101613
2021-06-11,Junio,2021,Línea 7,Gratuidad,1165
2021-06-12,Junio,2021,Línea 1,Prepago,177538
2021-06-12,Junio,2021,Línea 1,Gratuidad,10233
2021-06-12,Junio,2021,Línea 2,Prepago,99990
2021-06-12,Junio,2021,Línea 2,Gratuidad,3855
2021-06-12,Junio,2021,Línea 3,Prepago,82995
2021-06-12,Junio,2021,Línea 3,Gratuidad,9124
2021-06-12,Junio,2021,Línea 4,Prepago,61519
2021-06-12,Junio,2021,Línea 4,Gratuidad,2460
2021-06-12,Junio,2021,Línea 5,Prepago,111222
2021-06-12,Junio,2021,Línea 5,Gratuidad,11683
2021-06-12,Junio,2021,Línea 6,Prepago,87407
2021-06-12,Junio,2021,Línea 6,Gratuidad,6525
2021-06-12,Junio,2021,Línea 7,Prepago,71803
2021-06-12,Junio,2021,Línea 7,Gratuidad,1016
2021-06-13,Junio,2021,Línea 1,Prepago,108075
2021-06-13,Junio,2021,Línea 1,Gratuidad,7657
2021-06-13,Junio,2021,Línea 2,Prepago,62907
2021-06-13,Junio,2021,Línea 2,Gratuidad,3058
2021-06-13,Junio,2021,Línea 3,Prepago,51654
2021-06-13,Junio,2021,Línea 3,Gratuidad,7424
2021-06-13,Junio,2021,Línea 4,Prepago,26519
2021-06-13,Junio,2021,Línea 4,Gratuidad,1805
2021-06-13,Junio,2021,Línea 5,Prepago,75568
2021-06-13,Junio,2021,Línea 5,Gratuidad,9753
2021-06-13,Junio,2021,Línea 6,Prepago,58588
2021-06-13,Junio,2021,Línea 6,Gratuidad,5358
2021-06-13,Junio,2021,Línea 7,Prepago,50693
2021-06-13,Junio,2021,Línea 7,Gratuidad,553
2021-06-14,Junio,2021,Línea 1,Prepago,261404
2021-06-14,Junio,2021,Línea 1,Gratuidad,13458
2021-06-14,Junio,2021,Línea 2,Prepago,115828
2021-06-14,Junio,2021,Línea 2,Gratuidad,5111
2021-06-14,Junio,2021,Línea 3,Prepago,99156
2021-06-14,Junio,2021,Línea 3,Gratuidad,12074
2021-06-14,Junio,2021,Línea 4,Prepago,50159
2021-06-14,Junio,2021,Línea 4,Gratuidad,2684
2021-06-14,Junio,2021,Línea 5,Prepago,128327
2021-06-14,Junio,2021,Línea 5,Gratuidad,14066
2021-06-14,Junio,2021,Línea 6,Prepago,108546
2021-06-14,Junio,2021,Línea 6,Gratuidad,9001
2021-06-14,Junio,2021,Línea 7,Prepago,95548
2021-06-14,Junio,2021,Línea 7,Gratuidad,1320
2021-06-15,Junio,2021,Línea 1,Prepago,274224
2021-06-15,Junio,2021,Línea 1,Gratuidad,14640
2021-06-15,Junio,2021,Línea 2,Prepago,120235
2021-06-15,Junio,2021,Línea 2,Gratuidad,5942
2021-06-15,Junio,2021,Línea 3,Prepago,108955
2021-06-15,Junio,2021,Línea 3,Gratuidad,12062
2021-06-15,Junio,2021,Línea 4,Prepago,60720
2021-06-15,Junio,2021,Línea 4,Gratuidad,3019
2021-06-15,Junio,2021,Línea 5,Prepago,134010
2021-06-15,Junio,2021,Línea 5,Gratuidad,14236
2021-06-15,Junio,2021,Línea 6,Prepago,112468
2021-06-15,Junio,2021,Línea 6,Gratuidad,9257
2021-06-15,Junio,2021,Línea 7,Prepago,101023
2021-06-15,Junio,2021,Línea 7,Gratuidad,1515
2021-06-16,Junio,2021,Línea 1,Prepago,278993
2021-06-16,Junio,2021,Línea 1,Gratuidad,14582
2021-06-16,Junio,2021,Línea 2,Prepago,122919
2021-06-16,Junio,2021,Línea 2,Gratuidad,7206
2021-06-16,Junio,2021,Línea 3,Prepago,110266
2021-06-16,Junio,2021,Línea 3,Gratuidad,12866
2021-06-16,Junio,2021,Línea 4,Prepago,65374
2021-06-16,Junio,2021,Línea 4,Gratuidad,2835
2021-06-16,Junio,2021,Línea 5,Prepago,133977
2021-06-16,Junio,2021,Línea 5,Gratuidad,15072
2021-06-16,Junio,2021,Línea 6,Prepago,112480
2021-06-16,Junio,2021,Línea 6,Gratuidad,9042
2021-06-16,Junio,2021,Línea 7,Prepago,105551
2021-06-16,Junio,2021,Línea 7,Gratuidad,1247
2021-06-17,Junio,2021,Línea 1,Prepago,271792
2021-06-17,Junio,2021,Línea 1,Gratuidad,14240
2021-06-17,Junio,2021,Línea 2,Prepago,120652
2021-06-17,Junio,2021,Línea 2,Gratuidad,7991
2021-06-17,Junio,2021,Línea 3,Prepago,106789
2021-06-17,Junio,2021,Línea 3,Gratuidad,12690
2021-06-17,Junio,2021,Línea 4,Prepago,64664
2021-06-17,Junio,2021,Línea 4,Gratuidad,3006
2021-06-17,Junio,2021,Línea 5,Prepago,133770
2021-06-17,Junio,2021,Línea 5,Gratuidad,14610
2021-06-17,Junio,2021,Línea 6,Prepago,111916
2021-06-17,Junio,2021,Línea 6,Gratuidad,8905
2021-06-17,Junio,2021,Línea 7,Prepago,97448
2021-06-17,Junio,2021,Línea 7,Gratuidad,1400
2021-06-18,Junio,2021,Línea 1,Prepago,296071
2021-06-18,Junio,2021,Línea 1,Gratuidad,14609
2021-06-18,Junio,2021,Línea 2,Prepago,121069
2021-06-18,Junio,2021,Línea 2,Gratuidad,7652
2021-06-18,Junio,2021,Línea 3,Prepago,118212
2021-06-18,Junio,2021,Línea 3,Gratuidad,13473
2021-06-18,Junio,2021,Línea 4,Prepago,63840
2021-06-18,Junio,2021,Línea 4,Gratuidad,2861
2021-06-18,Junio,2021,Línea 5,Prepago,145162
2021-06-18,Junio,2021,Línea 5,Gratuidad,13799
2021-06-18,Junio,2021,Línea 6,Prepago,131699
2021-06-18,Junio,2021,Línea 6,Gratuidad,9568
2021-06-18,Junio,2021,Línea 7,Prepago,101300
2021-06-18,Junio,2021,Línea 7,Gratuidad,1633
2021-06-19,Junio,2021,Línea 1,Prepago,200911
2021-06-19,Junio,2021,Línea 1,Gratuidad,10715
2021-06-19,Junio,2021,Línea 2,Prepago,106965
2021-06-19,Junio,2021,Línea 2,Gratuidad,6323
2021-06-19,Junio,2021,Línea 3,Prepago,87529
2021-06-19,Junio,2021,Línea 3,Gratuidad,10307
2021-06-19,Junio,2021,Línea 4,Prepago,65785
2021-06-19,Junio,2021,Línea 4,Gratuidad,2457
2021-06-19,Junio,2021,Línea 5,Prepago,119140
2021-06-19,Junio,2021,Línea 5,Gratuidad,12083
2021-06-19,Junio,2021,Línea 6,Prepago,91605
2021-06-19,Junio,2021,Línea 6,Gratuidad,7457
2021-06-19,Junio,2021,Línea 7,Prepago,78904
2021-06-19,Junio,2021,Línea 7,Gratuidad,878
2021-06-20,Junio,2021,Línea 1,Prepago,109657
2021-06-20,Junio,2021,Línea 1,Gratuidad,7758
2021-06-20,Junio,2021,Línea 2,Prepago,66538
2021-06-20,Junio,2021,Línea 2,Gratuidad,5075
2021-06-20,Junio,2021,Línea 3,Prepago,53299
2021-06-20,Junio,2021,Línea 3,Gratuidad,8136
2021-06-20,Junio,2021,Línea 4,Prepago,26551
2021-06-20,Junio,2021,Línea 4,Gratuidad,1769
2021-06-20,Junio,2021,Línea 5,Prepago,77965
2021-06-20,Junio,2021,Línea 5,Gratuidad,9757
2021-06-20,Junio,2021,Línea 6,Prepago,60039
2021-06-20,Junio,2021,Línea 6,Gratuidad,5936
2021-06-20,Junio,2021,Línea 7,Prepago,50785
2021-06-20,Junio,2021,Línea 7,Gratuidad,705
2021-06-21,Junio,2021,Línea 1,Prepago,255374
2021-06-21,Junio,2021,Línea 1,Gratuidad,14093
2021-06-21,Junio,2021,Línea 2,Prepago,116163
2021-06-21,Junio,2021,Línea 2,Gratuidad,7353
2021-06-21,Junio,2021,Línea 3,Prepago,99983
2021-06-21,Junio,2021,Línea 3,Gratuidad,12980
2021-06-21,Junio,2021,Línea 4,Prepago,56611
2021-06-21,Junio,2021,Línea 4,Gratuidad,2611
2021-06-21,Junio,2021,Línea 5,Prepago,130908
2021-06-21,Junio,2021,Línea 5,Gratuidad,13971
2021-06-21,Junio,2021,Línea 6,Prepago,104820
2021-06-21,Junio,2021,Línea 6,Gratuidad,9831
2021-06-21,Junio,2021,Línea 7,Prepago,94971
2021-06-21,Junio,2021,Línea 7,Gratuidad,1478
2021-06-22,Junio,2021,Línea 1,Prepago,265947
2021-06-22,Junio,2021,Línea 1,Gratuidad,14169
2021-06-22,Junio,2021,Línea 2,Prepago,121627
2021-06-22,Junio,2021,Línea 2,Gratuidad,6306
2021-06-22,Junio,2021,Línea 3,Prepago,99781
2021-06-22,Junio,2021,Línea 3,Gratuidad,12995
2021-06-22,Junio,2021,Línea 4,Prepago,59272
2021-06-22,Junio,2021,Línea 4,Gratuidad,2747
2021-06-22,Junio,2021,Línea 5,Prepago,134402
2021-06-22,Junio,2021,Línea 5,Gratuidad,14497
2021-06-22,Junio,2021,Línea 6,Prepago,107932
2021-06-22,Junio,2021,Línea 6,Gratuidad,9402
2021-06-22,Junio,2021,Línea 7,Prepago,98496
2021-06-22,Junio,2021,Línea 7,Gratuidad,1237
2021-06-23,Junio,2021,Línea 1,Prepago,269570
2021-06-23,Junio,2021,Línea 1,Gratuidad,14593
2021-06-23,Junio,2021,Línea 2,Prepago,121486
2021-06-23,Junio,2021,Línea 2,Gratuidad,6502
2021-06-23,Junio,2021,Línea 3,Prepago,107372
2021-06-23,Junio,2021,Línea 3,Gratuidad,13313
2021-06-23,Junio,2021,Línea 4,Prepago,62067
2021-06-23,Junio,2021,Línea 4,Gratuidad,2735
2021-06-23,Junio,2021,Línea 5,Prepago,137465
2021-06-23,Junio,2021,Línea 5,Gratuidad,14658
2021-06-23,Junio,2021,Línea 6,Prepago,109878
2021-06-23,Junio,2021,Línea 6,Gratuidad,8732
2021-06-23,Junio,2021,Línea 7,Prepago,98140
2021-06-23,Junio,2021,Línea 7,Gratuidad,1473
2021-06-24,Junio,2021,Línea 1,Prepago,255887
2021-06-24,Junio,2021,Línea 1,Gratuidad,13915
2021-06-24,Junio,2021,Línea 2,Prepago,119957
2021-06-24,Junio,2021,Línea 2,Gratuidad,8126
2021-06-24,Junio,2021,Línea 3,Prepago,102252
2021-06-24,Junio,2021,Línea 3,Gratuidad,13623
2021-06-24,Junio,2021,Línea 4,Prepago,37862
2021-06-24,Junio,2021,Línea 4,Gratuidad,2075
2021-06-24,Junio,2021,Línea 5,Prepago,135609
2021-06-24,Junio,2021,Línea 5,Gratuidad,13875
2021-06-24,Junio,2021,Línea 6,Prepago,108749
2021-06-24,Junio,2021,Línea 6,Gratuidad,9330
2021-06-24,Junio,2021,Línea 7,Prepago,102150
2021-06-24,Junio,2021,Línea 7,Gratuidad,1509
2021-06-25,Junio,2021,Línea 1,Prepago,293084
2021-06-25,Junio,2021,Línea 1,Gratuidad,14099
2021-06-25,Junio,2021,Línea 2,Prepago,123466
2021-06-25,Junio,2021,Línea 2,Gratuidad,7875
2021-06-25,Junio,2021,Línea 3,Prepago,110890
2021-06-25,Junio,2021,Línea 3,Gratuidad,12550
2021-06-25,Junio,2021,Línea 4,Prepago,63028
2021-06-25,Junio,2021,Línea 4,Gratuidad,2720
2021-06-25,Junio,2021,Línea 5,Prepago,154382
2021-06-25,Junio,2021,Línea 5,Gratuidad,14167
2021-06-25,Junio,2021,Línea 6,Prepago,119523
2021-06-25,Junio,2021,Línea 6,Gratuidad,9321
2021-06-25,Junio,2021,Línea 7,Prepago,98150
2021-06-25,Junio,2021,Línea 7,Gratuidad,1533
2021-06-26,Junio,2021,Línea 1,Prepago,185826
2021-06-26,Junio,2021,Línea 1,Gratuidad,10961
2021-06-26,Junio,2021,Línea 2,Prepago,94915
2021-06-26,Junio,2021,Línea 2,Gratuidad,6721
2021-06-26,Junio,2021,Línea 3,Prepago,87306
2021-06-26,Junio,2021,Línea 3,Gratuidad,9323
2021-06-26,Junio,2021,Línea 4,Prepago,56755
2021-06-26,Junio,2021,Línea 4,Gratuidad,2412
2021-06-26,Junio,2021,Línea 5,Prepago,115583
2021-06-26,Junio,2021,Línea 5,Gratuidad,12583
2021-06-26,Junio,2021,Línea 6,Prepago,86957
2021-06-26,Junio,2021,Línea 6,Gratuidad,6973
2021-06-26,Junio,2021,Línea 7,Prepago,70819
2021-06-26,Junio,2021,Línea 7,Gratuidad,1042
2021-06-27,Junio,2021,Línea 1,Prepago,109539
2021-06-27,Junio,2021,Línea 1,Gratuidad,7802
2021-06-27,Junio,2021,Línea 2,Prepago,58966
2021-06-27,Junio,2021,Línea 2,Gratuidad,4687
2021-06-27,Junio,2021,Línea 3,Prepago,51467
2021-06-27,Junio,2021,Línea 3,Gratuidad,6519
2021-06-27,Junio,2021,Línea 4,Prepago,25699
2021-06-27,Junio,2021,Línea 4,Gratuidad,1718
2021-06-27,Junio,2021,Línea 5,Prepago,73820
2021-06-27,Junio,2021,Línea 5,Gratuidad,9344
2021-06-27,Junio,2021,Línea 6,Prepago,56295
2021-06-27,Junio,2021,Línea 6,Gratuidad,5046
2021-06-27,Junio,2021,Línea 7,Prepago,48303
2021-06-27,Junio,2021,Línea 7,Gratuidad,775
2021-06-28,Junio,2021,Línea 1,Prepago,259778
2021-06-28,Junio,2021,Línea 1,Gratuidad,14558
2021-06-28,Junio,2021,Línea 2,Prepago,121423
2021-06-28,Junio,2021,Línea 2,Gratuidad,8318
2021-06-28,Junio,2021,Línea 3,Prepago,95975
2021-06-28,Junio,2021,Línea 3,Gratuidad,11725
2021-06-28,Junio,2021,Línea 4,Prepago,59538
2021-06-28,Junio,2021,Línea 4,Gratuidad,2688
2021-06-28,Junio,2021,Línea 5,Prepago,136813
2021-06-28,Junio,2021,Línea 5,Gratuidad,14500
2021-06-28,Junio,2021,Línea 6,Prepago,106594
2021-06-28,Junio,2021,Línea 6,Gratuidad,9224
2021-06-28,Junio,2021,Línea 7,Prepago,97297
2021-06-28,Junio,2021,Línea 7,Gratuidad,1308
2021-06-29,Junio,2021,Línea 1,Prepago,270867
2021-06-29,Junio,2021,Línea 1,Gratuidad,14162
2021-06-29,Junio,2021,Línea 2,Prepago,120912
2021-06-29,Junio,2021,Línea 2,Gratuidad,8266
2021-06-29,Junio,2021,Línea 3,Prepago,100023
2021-06-29,Junio,2021,Línea 3,Gratuidad,12534
2021-06-29,Junio,2021,Línea 4,Prepago,60188
2021-06-29,Junio,2021,Línea 4,Gratuidad,2815
2021-06-29,Junio,2021,Línea 5,Prepago,137140
2021-06-29,Junio,2021,Línea 5,Gratuidad,14246
2021-06-29,Junio,2021,Línea 6,Prepago,112486
2021-06-29,Junio,2021,Línea 6,Gratuidad,9146
2021-06-29,Junio,2021,Línea 7,Prepago,95353
2021-06-29,Junio,2021,Línea 7,Gratuidad,1506
2021-06-30,Junio,2021,Línea 1,Prepago,272082
2021-06-30,Junio,2021,Línea 1,Gratuidad,13999
2021-06-30,Junio,2021,Línea 2,Prepago,121711
2021-06-30,Junio,2021,Línea 2,Gratuidad,8199
2021-06-30,Junio,2021,Línea 3,Prepago,107613
2021-06-30,Junio,2021,Línea 3,Gratuidad,12413
2021-06-30,Junio,2021,Línea 4,Prepago,56577
2021-06-30,Junio,2021,Línea 4,Gratuidad,2754
2021-06-30,Junio,2021,Línea 5,Prepago,140201
2021-06-30,Junio,2021,Línea 5,Gratuidad,13778
2021-06-30,Junio,2021,Línea 6,Prepago,107865
2021-06-30,Junio,2021,Línea 6,Gratuidad,9087
2021-06-30,Junio,2021,Línea 7,Prepago,98766
2021-06-30,Junio,2021,Línea 7,Gratuidad,1587
2021-07-01,Julio,2021,Línea 1,Prepago,275930
2021-07-01,Julio,2021,Línea 1,Gratuidad,15160
2021-07-01,Julio,2021,Línea 2,Prepago,122611
2021-07-01,Julio,2021,Línea 2,Gratuidad,8646
2021-07-01,Julio,2021,Línea 3,Prepago,108749
2021-07-01,Julio,2021,Línea 3,Gratuidad,14649
2021-07-01,Julio,2021,Línea 4,Prepago,62778
2021-07-01,Julio,2021,Línea 4,Gratuidad,2810
2021-07-01,Julio,2021,Línea 5,Prepago,144240
2021-07-01,Julio,2021,Línea 5,Gratuidad,15234
2021-07-01,Julio,2021,Línea 6,Prepago,112629
2021-07-01,Julio,2021,Línea 6,Gratuidad,10611
2021-07-01,Julio,2021,Línea 7,Prepago,109091
2021-07-01,Julio,2021,Línea 7,Gratuidad,1193
2021-07-02,Julio,2021,Línea 1,Prepago,294848
2021-07-02,Julio,2021,Línea 1,Gratuidad,14405
2021-07-02,Julio,2021,Línea 2,Prepago,129579
2021-07-02,Julio,2021,Línea 2,Gratuidad,8215
2021-07-02,Julio,2021,Línea 3,Prepago,113882
2021-07-02,Julio,2021,Línea 3,Gratuidad,13986
2021-07-02,Julio,2021,Línea 4,Prepago,63128
2021-07-02,Julio,2021,Línea 4,Gratuidad,2881
2021-07-02,Julio,2021,Línea 5,Prepago,154771
2021-07-02,Julio,2021,Línea 5,Gratuidad,15197
2021-07-02,Julio,2021,Línea 6,Prepago,122495
2021-07-02,Julio,2021,Línea 6,Gratuidad,9782
2021-07-02,Julio,2021,Línea 7,Prepago,97925
2021-07-02,Julio,2021,Línea 7,Gratuidad,1321
